Name,Team,Meet,Time,Flags,links_for_scores,Event,score,pts
Jedida Alvarez,La Verne,SCIAC Championships,1:04.14,NA,https://www.swimcloud.com/results/310385/event/16/?id=146861172#time146861172,100 Fly,10,NA
Sara Dawidian,La Verne,SCIAC Championships,1:04.63,NA,https://www.swimcloud.com/results/310385/event/16/?id=146861173#time146861173,100 Fly,NA,623
Asha McClain,California Lutheran,Occidental Invite,1:04.67,NA,https://www.swimcloud.com/results/321956/event/33/?id=137230398#time137230398,100 Fly,–,NA
Tatum Chambers,Chapman,Bulldog Pentathlon,1:04.69,NA,https://www.swimcloud.com/results/313580/event/1/?id=132861876#time132861876,100 Fly,NA,NA
Katy Shaw,C-M-S,CMS vs. Pomona,1:04.70,X,https://www.swimcloud.com/results/335979/event/13/?id=145468734#time145468734,100 Fly,1,NA
Gessica King,Whittier,Bulldog Pentathlon,1:04.85,NA,https://www.swimcloud.com/results/313580/event/1/?id=132993135#time132993135,100 Fly,28,NA
Avalon Sanders,C-M-S,CMS vs. Occidental,1:04.88,NA,https://www.swimcloud.com/results/328613/event/25/?id=141689612#time141689612,100 Fly,–,NA
Tara Hendrickson,Whittier,Bulldog Pentathlon,1:04.89,NA,https://www.swimcloud.com/results/313580/event/1/?id=132993134#time132993134,100 Fly,NA,613
Anne Lin,Caltech,Occidental Invite,1:05.11,NA,https://www.swimcloud.com/results/321956/event/33/?id=137230404#time137230404,100 Fly,NA,611
Rylie Kohl,Redlands,SCIAC Championships,1:05.14,X,https://www.swimcloud.com/results/310385/event/18/?id=146860779#time146860779,100 Fly,14,NA
CJ Smith,Chapman,Bulldog Pentathlon,1:05.16,NA,https://www.swimcloud.com/results/313580/event/1/?id=132861886#time132861886,100 Fly,24,NA
Aira Takeuchi,Whittier,Bulldog Pentathlon,1:05.17,NA,https://www.swimcloud.com/results/313580/event/1/?id=132993136#time132993136,100 Fly,–,NA
Noel Partridge,California Lutheran,Rodionoff Invite,1:05.19,NA,https://www.swimcloud.com/results/314508/event/23/?id=133085996#time133085996,100 Fly,NA,591
Nika Makhervaks,C-M-S,Cal Lu & LaVerne at CMS,1:05.31,X,https://www.swimcloud.com/results/330051/event/29/?id=142391314#time142391314,100 Fly,1,NA
Kileigh Ackerman,Redlands,Redlands vs. Whittier vs. Occidental,1:05.31,NA,https://www.swimcloud.com/results/332075/event/23/?id=144956518#time144956518,100 Fly,NA,589
Caitlin Kuhlmann,C-M-S,La Verne Invitational,1:05.32,X,https://www.swimcloud.com/results/321222/event/13/?id=137406754#time137406754,100 Fly,32,NA
Dru Bauman,California Lutheran,SCIAC Championships,1:05.34,X,https://www.swimcloud.com/results/310385/event/18/?id=146860741#time146860741,100 Fly,NA,586
Kate Jenne,Chapman,Bulldog Pentathlon,1:05.41,NA,https://www.swimcloud.com/results/313580/event/1/?id=132861880#time132861880,100 Fly,–,NA
Mackenzie Neese,Redlands,SCIAC Championships,1:05.62,NA,https://www.swimcloud.com/results/310385/event/16/?id=146861178#time146861178,100 Fly,–,NA
Annika Mittelsteadt,Chapman,Bulldog Pentathlon,1:05.77,NA,https://www.swimcloud.com/results/313580/event/1/?id=132861855#time132861855,100 Fly,NA,583
Florence Lo,Occidental,Bulldog Pentathlon,1:05.89,NA,https://www.swimcloud.com/results/313580/event/1/?id=132883623#time132883623,100 Fly,26,NA
Kylee Edwards,Chapman,La Verne Invitational,1:06.05,NA,https://www.swimcloud.com/results/321222/event/15/?id=137406825#time137406825,100 Fly,20,NA
Emily Kinney,Chapman,SCIAC Championships,1:06.32,X,https://www.swimcloud.com/results/310385/event/18/?id=146860753#time146860753,100 Fly,17,NA
Alexis Anderson,Chapman,Bulldog Pentathlon,1:06.56,NA,https://www.swimcloud.com/results/313580/event/1/?id=132861858#time132861858,100 Fly,16,NA
Morgan Felix,Redlands,Bulldog Pentathlon,1:06.71,NA,https://www.swimcloud.com/results/313580/event/1/?id=132886215#time132886215,100 Fly,15,NA
Jenna Davis,Chapman,La Verne Invitational,1:06.84,NA,https://www.swimcloud.com/results/321222/event/15/?id=137406824#time137406824,100 Fly,4,NA
Amanda George,Occidental,Bulldog Pentathlon,1:07.52,NA,https://www.swimcloud.com/results/313580/event/1/?id=132882826#time132882826,100 Fly,NA,707
Avery Wells,Redlands,Bulldog Pentathlon,1:07.54,NA,https://www.swimcloud.com/results/313580/event/1/?id=132886315#time132886315,100 Fly,13,NA
Elle Howson,Occidental,Bulldog Pentathlon,1:07.63,NA,https://www.swimcloud.com/results/313580/event/1/?id=132882864#time132882864,100 Fly,12,NA
Diana Lopez,Redlands,SCIAC Championships,1:08.40,NA,https://www.swimcloud.com/results/310385/event/16/?id=146861177#time146861177,100 Fly,9,NA
Ana-Adela Duran,Redlands,Bulldog Pentathlon,1:08.62,NA,https://www.swimcloud.com/results/313580/event/1/?id=132886304#time132886304,100 Fly,34,NA
Riley Hulit,California Lutheran,SCIAC Championships,1:08.87,X,https://www.swimcloud.com/results/310385/event/18/?id=146860743#time146860743,100 Fly,NA,681
Corley Smith,C-M-S,SCIAC Championships,1:09.04,X,https://www.swimcloud.com/results/310385/event/18/?id=146860767#time146860767,100 Fly,6.50,NA
Harper Tarros,Redlands,Caltech vs. California Lutheran vs. Redlands,1:09.12,NA,https://www.swimcloud.com/results/314106/event/27/?id=141682563#time141682563,100 Fly,6.50,NA
Fernanda Garcia Rodriguez,Redlands,SCIAC Championships,1:09.20,NA,https://www.swimcloud.com/results/310385/event/16/?id=146861176#time146861176,100 Fly,4,NA
Kyra Burns,C-M-S,Whittier vs. C-M-S vs. Chapman,1:09.69,X,https://www.swimcloud.com/results/318057/event/29/?id=135173983#time135173983,100 Fly,NA,664
Riana Barrett,Whittier,Bulldog Pentathlon,1:09.78,NA,https://www.swimcloud.com/results/313580/event/1/?id=132993132#time132993132,100 Fly,5,NA
Sydney Snider,Chapman,Bulldog Pentathlon,1:10.24,NA,https://www.swimcloud.com/results/313580/event/1/?id=132861859#time132861859,100 Fly,NA,661
Sara Talmaci,Chapman,Bulldog Pentathlon,1:10.64,NA,https://www.swimcloud.com/results/313580/event/1/?id=132861887#time132861887,100 Fly,14,NA
Caroline Agostini,Occidental,Bulldog Pentathlon,1:11.33,NA,https://www.swimcloud.com/results/313580/event/1/?id=132879717#time132879717,100 Fly,34,NA
Kelly Long,La Verne,SCIAC Championships,1:11.56,X,https://www.swimcloud.com/results/310385/event/18/?id=146860776#time146860776,100 Fly,–,NA
Bella Cabral,Whittier,SCIAC Championships,1:11.61,X,https://www.swimcloud.com/results/310385/event/18/?id=146860780#time146860780,100 Fly,12,NA
Avery Hall,Chapman,Bulldog Pentathlon,1:11.70,NA,https://www.swimcloud.com/results/313580/event/1/?id=132861879#time132861879,100 Fly,–,NA
Kyler Brumfield,Occidental,Bulldog Pentathlon,1:13.52,NA,https://www.swimcloud.com/results/313580/event/1/?id=132879796#time132879796,100 Fly,NA,642
Analise Belasco,Redlands,Bulldog Pentathlon,1:14.60,NA,https://www.swimcloud.com/results/313580/event/1/?id=132886302#time132886302,100 Fly,NA,640
Andrea Brenstrom,Redlands,Bulldog Pentathlon,1:14.70,NA,https://www.swimcloud.com/results/313580/event/1/?id=132886303#time132886303,100 Fly,1,NA
Ella Reedy,Occidental,Bulldog Pentathlon,1:15.21,NA,https://www.swimcloud.com/results/313580/event/1/?id=132883748#time132883748,100 Fly,NA,636
Piper Guinn,Whittier,Bulldog Pentathlon,1:15.67,NA,https://www.swimcloud.com/results/313580/event/1/?id=132993133#time132993133,100 Fly,NA,634
Miriam Brownell,Whittier,UC Santa Cruz vs. Whittier,1:16.20,NA,https://www.swimcloud.com/results/316371/event/25/?id=133450438#time133450438,100 Fly,NA,634
Lila Renke,Chapman,Bulldog Pentathlon,1:16.77,NA,https://www.swimcloud.com/results/313580/event/1/?id=132861885#time132861885,100 Fly,NA,634
Sydney Kerns,Redlands,Bulldog Pentathlon,1:17.25,NA,https://www.swimcloud.com/results/313580/event/1/?id=132886307#time132886307,100 Fly,10,NA
Madii Greer,Redlands,Bulldog Pentathlon,1:22.72,NA,https://www.swimcloud.com/results/313580/event/1/?id=132886305#time132886305,100 Fly,NA,623
Mackenzie Mayfield,C-M-S,SCIAC Championships,2:01.30,D3 B,https://www.swimcloud.com/results/310385/event/38/?id=146861529#time146861529,200 Fly,20,NA
Sachi Tanizaki-Hudson,Chapman,SCIAC Championships,2:02.73,D3 B,https://www.swimcloud.com/results/310385/event/38/?id=146861521#time146861521,200 Fly,17,NA
Sun Young Byun,C-M-S,CMS vs. Pomona,2:04.12,D3 B,https://www.swimcloud.com/results/335979/event/31/?id=145468527#time145468527,200 Fly,16,NA
Asha Bansal,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:05.11,NA,https://www.swimcloud.com/results/324574/event/33/?id=138341913#time138341913,200 Fly,15,NA
Karolina Dzieciol,Pomona-Pitzer,SCIAC Championships,2:05.77,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861538#time146861538,200 Fly,4,NA
Mary Louisa Leopold,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:06.41,NA,https://www.swimcloud.com/results/324574/event/33/?id=138341923#time138341923,200 Fly,NA,707
Maren Rusk,Pomona-Pitzer,SCIAC Championships,2:07.59,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861542#time146861542,200 Fly,13,NA
Kendall Moffitt,California Lutheran,Cal Lu & LaVerne at CMS,2:07.83,NA,https://www.swimcloud.com/results/330051/event/11/?id=142391444#time142391444,200 Fly,12,NA
Taylor Park,Pomona-Pitzer,SCIAC Championships,2:07.84,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861541#time146861541,200 Fly,9,NA
Kathryn Bennett Jones,Pomona-Pitzer,D3 Shootout,2:08.83,NA,https://www.swimcloud.com/results/319506/event/12/?id=135782268#time135782268,200 Fly,34,NA
Eleanor McElwee,Chapman,SCIAC Championships,2:09.08,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861519#time146861519,200 Fly,NA,681
Molly Beetner,C-M-S,SCIAC Championships,2:09.09,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861525#time146861525,200 Fly,6.50,NA
Beatrice Cai,Caltech,SCIAC Championships,2:12.11,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861513#time146861513,200 Fly,6.50,NA
Elizabeth Ma,Caltech,Caltech vs. C-M-S,2:12.37,NA,https://www.swimcloud.com/results/314105/event/13/?id=136111741#time136111741,200 Fly,4,NA
Annika Sharma,C-M-S,Caltech vs. C-M-S,2:12.52,NA,https://www.swimcloud.com/results/314105/event/13/?id=136111743#time136111743,200 Fly,NA,664
Candace Farling,Occidental,SCIAC Championships,2:13.43,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861533#time146861533,200 Fly,5,NA
Mati Dixon,Chapman,SCIAC Championships,2:13.71,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861516#time146861516,200 Fly,NA,661
Praise Okodogbe,C-M-S,CMS vs. Pomona,2:13.77,NA,https://www.swimcloud.com/results/335979/event/31/?id=145468528#time145468528,200 Fly,14,NA
Anna Werts,C-M-S,SCIAC Championships,2:13.83,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861531#time146861531,200 Fly,34,NA
Lyla Browne,C-M-S,CMS vs. Pomona-Pitzer,2:13.94,NA,https://www.swimcloud.com/results/324574/event/33/?id=138342107#time138342107,200 Fly,–,NA
Miranda Thompson,Chapman,La Verne Invitational,2:14.27,NA,https://www.swimcloud.com/results/321222/event/35/?id=137406941#time137406941,200 Fly,12,NA
Andrea Bish,Pomona-Pitzer,La Verne Invitational,2:14.41,NA,https://www.swimcloud.com/results/321222/event/35/?id=137406950#time137406950,200 Fly,–,NA
Allison Nguyen,C-M-S,Whittier vs. C-M-S vs. Chapman,2:14.68,NA,https://www.swimcloud.com/results/318057/event/11/?id=135174087#time135174087,200 Fly,NA,642
Kae Tanabe,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:14.71,NA,https://www.swimcloud.com/results/324574/event/33/?id=138342007#time138342007,200 Fly,NA,640
Debbie Wells,C-M-S,SCIAC Championships,2:15.30,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861530#time146861530,200 Fly,1,NA
Noel Partridge,California Lutheran,Occidental Invite,2:15.60,NA,https://www.swimcloud.com/results/321956/event/17/?id=137230470#time137230470,200 Fly,NA,636
Grace Tuhabonye,Caltech,Occidental vs. Caltech,2:15.97,NA,https://www.swimcloud.com/results/319245/event/15/?id=135124043#time135124043,200 Fly,NA,634
KK Greer,La Verne,SCIAC Championships,2:16.29,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861545#time146861545,200 Fly,NA,634
Abby Raclaw,Pomona-Pitzer,Biola vs Pomona-Pitzer,2:17.34,NA,https://www.swimcloud.com/results/331260/event/13/?id=143306994#time143306994,200 Fly,NA,634
Joli Fong,California Lutheran,SCIAC Championships,2:18.25,NA,https://www.swimcloud.com/results/310385/event/38/?id=146861506#time146861506,200 Fly,10,NA
Sienna Bone,C-M-S,Cal Lu & LaVerne at CMS,2:18.88,NA,https://www.swimcloud.com/results/330051/event/11/?id=142391446#time142391446,200 Fly,NA,623
Karen Zhou,Caltech,Caltech vs. California Lutheran vs. Redlands,2:19.15,NA,https://www.swimcloud.com/results/314106/event/13/?id=141682637#time141682637,200 Fly,–,NA
Graeleigh Jones,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,2:20.24,NA,https://www.swimcloud.com/results/328926/event/13/?id=142344132#time142344132,200 Fly,NA,NA
Emma Fan,Caltech,Caltech vs. C-M-S,2:20.52,NA,https://www.swimcloud.com/results/314105/event/13/?id=136111740#time136111740,200 Fly,1,NA
Margo Barclay,Chapman,La Verne Invitational,2:24.36,NA,https://www.swimcloud.com/results/321222/event/35/?id=137406932#time137406932,200 Fly,28,NA
Riley Hulit,California Lutheran,Occidental Invite,2:24.60,NA,https://www.swimcloud.com/results/321956/event/17/?id=137230468#time137230468,200 Fly,–,NA
Valerie Mello,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,2:26.38,NA,https://www.swimcloud.com/results/328926/event/13/?id=142344133#time142344133,200 Fly,NA,613
Sophia Chao,Chapman,"Pomoa Pitzer vs. Chapman, CIT",2:26.52,NA,https://www.swimcloud.com/results/332947/event/13/?id=143928700#time143928700,200 Fly,NA,611
Kylee Edwards,Chapman,La Verne Invitational,2:26.97,NA,https://www.swimcloud.com/results/321222/event/35/?id=137406935#time137406935,200 Fly,14,NA
Ellie Wang,Caltech,Caltech vs. California Baptist vs. San Diego,2:27.42,NA,https://www.swimcloud.com/results/314104/event/13/?id=134509422#time134509422,200 Fly,24,NA
Abby Springer,Redlands,Redlands vs. Whittier vs. Occidental,2:29.11,NA,https://www.swimcloud.com/results/332075/event/11/?id=144956513#time144956513,200 Fly,–,NA
May Ling Roberts,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,2:29.82,NA,https://www.swimcloud.com/results/328926/event/13/?id=142344134#time142344134,200 Fly,NA,591
Gessica King,Whittier,UC Santa Cruz vs. Whittier,2:30.46,NA,https://www.swimcloud.com/results/316371/event/11/?id=133450529#time133450529,200 Fly,1,NA
Abby Sellman,Chapman,Chapman vs. La Verne,2:31.94,NA,https://www.swimcloud.com/results/328137/event/13/?id=141731036#time141731036,200 Fly,NA,589
Alena Sharp,Pomona-Pitzer,UC Santa Cruz v Pomona-Pitzer,2:31.96,NA,https://www.swimcloud.com/results/333169/event/13/?id=144029616#time144029616,200 Fly,32,NA
Rylie Kohl,Redlands,Pomona-Pitzer vs. Redlands,2:34.06,NA,https://www.swimcloud.com/results/328926/event/13/?id=142344136#time142344136,200 Fly,NA,586
Riana Barrett,Whittier,Whittier vs. Pomona-Pitzer,2:34.56,NA,https://www.swimcloud.com/results/328847/event/11/?id=142214044#time142214044,200 Fly,–,NA
Alexis Anderson,Chapman,Chapman vs. La Verne,2:34.83,NA,https://www.swimcloud.com/results/328137/event/13/?id=141731035#time141731035,200 Fly,–,NA
Mackenzie Neese,Redlands,Redlands vs. C-M-S,2:37.24,NA,https://www.swimcloud.com/results/331913/event/13/?id=143935976#time143935976,200 Fly,NA,583
Analise Belasco,Redlands,Redlands vs. C-M-S,2:44.41,NA,https://www.swimcloud.com/results/331913/event/13/?id=143935975#time143935975,200 Fly,26,NA
Anne Lin,Caltech,Whittier vs. Caltech,2:52.48,NA,https://www.swimcloud.com/results/328848/event/11/?id=144199118#time144199118,200 Fly,20,NA
May Ling Roberts,Pomona-Pitzer,CMS vs. Pomona,57.55,NA,https://www.swimcloud.com/results/335979/event/33/?id=145468681#time145468681,100 IM,20,NA
Mackenzie Mayfield,C-M-S,CMS vs. Pomona,57.84,NA,https://www.swimcloud.com/results/335979/event/33/?id=145468678#time145468678,100 IM,17,NA
Karolina Dzieciol,Pomona-Pitzer,CMS vs. Pomona,57.97,NA,https://www.swimcloud.com/results/335979/event/33/?id=145468680#time145468680,100 IM,16,NA
Sachi Tanizaki-Hudson,Chapman,Chapman vs. Mt. San Antonio College,1:00.16,NA,https://www.swimcloud.com/results/316589/event/27/?id=133879729#time133879729,100 IM,15,NA
Maya Van Atta,Pomona-Pitzer,CMS vs. Pomona,1:00.35,NA,https://www.swimcloud.com/results/335979/event/33/?id=145468683#time145468683,100 IM,4,NA
Gabby Calvi,Pomona-Pitzer,CMS vs. Pomona,1:00.40,NA,https://www.swimcloud.com/results/335979/event/33/?id=145468679#time145468679,100 IM,NA,707
Miranda Thompson,Chapman,Chapman vs. Mt. San Antonio College,1:00.57,NA,https://www.swimcloud.com/results/316589/event/27/?id=133879730#time133879730,100 IM,13,NA
Sammy Ennis,C-M-S,CMS vs. Pomona,1:01.08,NA,https://www.swimcloud.com/results/335979/event/33/?id=145468677#time145468677,100 IM,12,NA
Sarah Radle,Occidental,Bulldog Pentathlon,1:01.53,NA,https://www.swimcloud.com/results/313580/event/9/?id=132883693#time132883693,100 IM,9,NA
Avery Wells,Redlands,La Verne Invitational,1:01.59,NA,https://www.swimcloud.com/results/321222/event/27/?id=137407469#time137407469,100 IM,34,NA
Alena Sharp,Pomona-Pitzer,CMS vs. Pomona,1:01.92,NA,https://www.swimcloud.com/results/335979/event/33/?id=145468682#time145468682,100 IM,NA,681
Annika Mittelsteadt,Chapman,Bulldog Pentathlon,1:01.93,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862324#time132862324,100 IM,6.50,NA
Karen Zhou,Caltech,Caltech vs. La Verne,1:02.66,NA,https://www.swimcloud.com/results/314107/event/27/?id=144736130#time144736130,100 IM,6.50,NA
Tera Schultz,Chapman,Chapman vs. Mt. San Antonio College,1:02.82,NA,https://www.swimcloud.com/results/316589/event/27/?id=133879726#time133879726,100 IM,4,NA
CJ Smith,Chapman,Chapman vs. Mt. San Antonio College,1:02.86,NA,https://www.swimcloud.com/results/316589/event/27/?id=133879727#time133879727,100 IM,NA,664
Elizabeth Ma,Caltech,Caltech vs. La Verne,1:03.28,NA,https://www.swimcloud.com/results/314107/event/27/?id=144736126#time144736126,100 IM,5,NA
Cora Buelow,Chapman,Chapman vs. Occidental,1:03.42,NA,https://www.swimcloud.com/results/329445/event/29/?id=142243480#time142243480,100 IM,NA,661
Bianca Bayer,Chapman,Bulldog Pentathlon,1:03.66,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862312#time132862312,100 IM,14,NA
KK Greer,La Verne,La Verne Invitational,1:03.75,NA,https://www.swimcloud.com/results/321222/event/27/?id=137407464#time137407464,100 IM,34,NA
Florence Lo,Occidental,Chapman vs. Occidental,1:03.99,NA,https://www.swimcloud.com/results/329445/event/29/?id=142243492#time142243492,100 IM,–,NA
Allison Xin,Caltech,Caltech vs. La Verne,1:04.25,NA,https://www.swimcloud.com/results/314107/event/27/?id=144736129#time144736129,100 IM,12,NA
Audrey Brown,Chapman,Bulldog Pentathlon,1:04.75,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862313#time132862313,100 IM,–,NA
Alex Marumoto,Chapman,Bulldog Pentathlon,1:04.79,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862322#time132862322,100 IM,NA,642
Tatum Chambers,Chapman,Bulldog Pentathlon,1:04.84,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862305#time132862305,100 IM,NA,640
Eleanor McElwee,Chapman,Chapman vs. Mt. San Antonio College,1:04.88,NA,https://www.swimcloud.com/results/316589/event/27/?id=133879725#time133879725,100 IM,1,NA
Lina Matera,Redlands,Bulldog Pentathlon,1:04.96,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886392#time132886392,100 IM,NA,636
Tara Hendrickson,Whittier,Bulldog Pentathlon,1:05.12,NA,https://www.swimcloud.com/results/313580/event/9/?id=132993379#time132993379,100 IM,NA,634
Hanna Hrstic,Chapman,Chapman vs. Mt. San Antonio College,1:05.19,NA,https://www.swimcloud.com/results/316589/event/27/?id=133879723#time133879723,100 IM,NA,634
Praise Okodogbe,C-M-S,La Verne Invitational,1:05.27,NA,https://www.swimcloud.com/results/321222/event/27/?id=137407424#time137407424,100 IM,NA,634
Lang Davison,Chapman,Bulldog Pentathlon,1:05.35,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862315#time132862315,100 IM,10,NA
Abby Sellman,Chapman,Chapman vs. Occidental,1:05.40,NA,https://www.swimcloud.com/results/329445/event/29/?id=142243485#time142243485,100 IM,NA,623
Ashlyn Walters,Chapman,Chapman vs. Occidental,1:05.40,NA,https://www.swimcloud.com/results/329445/event/29/?id=142243488#time142243488,100 IM,–,NA
Alyssa Kooy,Chapman,Bulldog Pentathlon,1:05.41,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862321#time132862321,100 IM,NA,NA
Aira Takeuchi,Whittier,Bulldog Pentathlon,1:05.42,NA,https://www.swimcloud.com/results/313580/event/9/?id=132993381#time132993381,100 IM,1,NA
Margo Barclay,Chapman,Bulldog Pentathlon,1:05.52,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862311#time132862311,100 IM,28,NA
Sydney Snider,Chapman,Chapman vs. Mt. San Antonio College,1:05.64,NA,https://www.swimcloud.com/results/316589/event/27/?id=133879728#time133879728,100 IM,–,NA
Ellie Wang,Caltech,Caltech vs. La Verne,1:05.82,NA,https://www.swimcloud.com/results/314107/event/27/?id=144736127#time144736127,100 IM,NA,613
Gessica King,Whittier,Bulldog Pentathlon,1:05.84,NA,https://www.swimcloud.com/results/313580/event/9/?id=132993380#time132993380,100 IM,NA,611
Avery Hall,Chapman,Bulldog Pentathlon,1:05.93,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862317#time132862317,100 IM,14,NA
Kathy Munoz,Occidental,Bulldog Pentathlon,1:05.96,NA,https://www.swimcloud.com/results/313580/event/9/?id=132883645#time132883645,100 IM,24,NA
Kamille Pellettieri,Occidental,Bulldog Pentathlon,1:06.01,NA,https://www.swimcloud.com/results/313580/event/9/?id=132883669#time132883669,100 IM,–,NA
Jenna Kimborowicz,Chapman,Bulldog Pentathlon,1:06.59,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862319#time132862319,100 IM,NA,591
Cherise Wong,Caltech,Caltech vs. La Verne,1:06.60,NA,https://www.swimcloud.com/results/314107/event/27/?id=144736128#time144736128,100 IM,1,NA
Emily Kinney,Chapman,Chapman vs. Mt. San Antonio College,1:06.71,NA,https://www.swimcloud.com/results/316589/event/27/?id=133879724#time133879724,100 IM,NA,589
Mati Dixon,Chapman,Bulldog Pentathlon,1:07.09,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862316#time132862316,100 IM,32,NA
Sophia Chao,Chapman,Bulldog Pentathlon,1:07.63,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862307#time132862307,100 IM,NA,586
Kate Jenne,Chapman,Bulldog Pentathlon,1:07.66,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862318#time132862318,100 IM,–,NA
Elle Howson,Occidental,Chapman vs. Occidental,1:07.78,NA,https://www.swimcloud.com/results/329445/event/29/?id=142243491#time142243491,100 IM,–,NA
Amanda George,Occidental,Bulldog Pentathlon,1:07.84,NA,https://www.swimcloud.com/results/313580/event/9/?id=132882828#time132882828,100 IM,NA,583
Lily Florez,La Verne,La Verne Invitational,1:08.11,NA,https://www.swimcloud.com/results/321222/event/27/?id=137407462#time137407462,100 IM,26,NA
Candace Farling,Occidental,Bulldog Pentathlon,1:08.16,NA,https://www.swimcloud.com/results/313580/event/9/?id=132879890#time132879890,100 IM,20,NA
Roxy Williams,Redlands,Bulldog Pentathlon,1:08.25,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886402#time132886402,100 IM,17,NA
Ana-Adela Duran,Redlands,Bulldog Pentathlon,1:08.40,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886387#time132886387,100 IM,16,NA
Nathalie Kerrigan,Occidental,Bulldog Pentathlon,1:08.63,NA,https://www.swimcloud.com/results/313580/event/9/?id=132882882#time132882882,100 IM,15,NA
Kyler Brumfield,Occidental,Bulldog Pentathlon,1:08.75,NA,https://www.swimcloud.com/results/313580/event/9/?id=132879801#time132879801,100 IM,4,NA
Piper Guinn,Whittier,Bulldog Pentathlon,1:08.79,NA,https://www.swimcloud.com/results/313580/event/9/?id=132993377#time132993377,100 IM,NA,707
Alexis Anderson,Chapman,Bulldog Pentathlon,1:08.99,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862310#time132862310,100 IM,13,NA
Abby Springer,Redlands,Bulldog Pentathlon,1:09.09,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886404#time132886404,100 IM,12,NA
Jedida Alvarez,La Verne,La Verne Invitational,1:09.44,NA,https://www.swimcloud.com/results/321222/event/27/?id=137407461#time137407461,100 IM,9,NA
Rylie Kohl,Redlands,Bulldog Pentathlon,1:09.53,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886390#time132886390,100 IM,34,NA
Ella Suazo,Redlands,Bulldog Pentathlon,1:10.44,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886252#time132886252,100 IM,NA,681
Kileigh Ackerman,Redlands,Bulldog Pentathlon,1:10.50,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886385#time132886385,100 IM,6.50,NA
Sara Talmaci,Chapman,Bulldog Pentathlon,1:10.61,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862309#time132862309,100 IM,6.50,NA
Ashlyn Woo,Chapman,Chapman vs. Occidental,1:11.20,NA,https://www.swimcloud.com/results/329445/event/29/?id=142243489#time142243489,100 IM,4,NA
Riana Barrett,Whittier,Bulldog Pentathlon,1:11.71,NA,https://www.swimcloud.com/results/313580/event/9/?id=132993376#time132993376,100 IM,NA,664
Sydney Kerns,Redlands,La Verne Invitational,1:12.26,NA,https://www.swimcloud.com/results/321222/event/27/?id=137407466#time137407466,100 IM,5,NA
Lila Renke,Chapman,Bulldog Pentathlon,1:12.36,NA,https://www.swimcloud.com/results/313580/event/9/?id=132862325#time132862325,100 IM,NA,661
Analise Belasco,Redlands,La Verne Invitational,1:12.41,NA,https://www.swimcloud.com/results/321222/event/27/?id=137407465#time137407465,100 IM,14,NA
Harper Tarros,Redlands,La Verne Invitational,1:12.69,NA,https://www.swimcloud.com/results/321222/event/27/?id=137407467#time137407467,100 IM,34,NA
Ava Arabshahi,Occidental,Chapman vs. Occidental,1:13.35,NA,https://www.swimcloud.com/results/329445/event/29/?id=142243490#time142243490,100 IM,–,NA
Morgan Felix,Redlands,Bulldog Pentathlon,1:13.77,NA,https://www.swimcloud.com/results/313580/event/9/?id=132886251#time132886251,100 IM,12,NA
Elizabeth Field,Caltech,Caltech vs. La Verne,1:13.82,NA,https://www.swimcloud.com/results/314107/event/27/?id=144736124#time144736124,100 IM,–,NA
