Name,Team,Meet,Time,Flags,links_for_scores,Event,score,pts
Asha Bansal,Pomona-Pitzer,CMS vs. Pomona,1:09.93,NA,https://www.swimcloud.com/results/335979/event/37/?id=145468780#time145468780,100 Breast,NA,634
Sammy Ennis,C-M-S,CMS vs. Pomona,1:10.00,NA,https://www.swimcloud.com/results/335979/event/19/?id=145468587#time145468587,100 Breast,NA,634
Molly Beetner,C-M-S,Whittier vs. C-M-S vs. Chapman,1:10.22,NA,https://www.swimcloud.com/results/318057/event/9/?id=135174145#time135174145,100 Breast,10,NA
Elle Howson,Occidental,Occidental Invite,1:10.51,NA,https://www.swimcloud.com/results/321956/event/15/?id=137230520#time137230520,100 Breast,NA,623
Morgan Felix,Redlands,SCIAC Championships,1:10.78,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861755#time146861755,100 Breast,–,NA
Sachi Tanizaki-Hudson,Chapman,Bulldog Pentathlon,1:10.79,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862174#time132862174,100 Breast,NA,NA
Sun Young Byun,C-M-S,La Verne Invitational,1:10.79,NA,https://www.swimcloud.com/results/321222/event/19/?id=137406317#time137406317,100 Breast,1,NA
Madry Breazeale,C-M-S,CMS vs. Pomona,1:10.82,NA,https://www.swimcloud.com/results/335979/event/19/?id=145468586#time145468586,100 Breast,28,NA
Maya Van Atta,Pomona-Pitzer,La Verne Invitational,1:10.89,NA,https://www.swimcloud.com/results/321222/event/19/?id=137406356#time137406356,100 Breast,–,NA
Emily Kinney,Chapman,SCIAC Championships,1:10.91,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861724#time146861724,100 Breast,NA,613
Kate Jenne,Chapman,Chapman vs. California Lutheran,1:11.03,NA,https://www.swimcloud.com/results/333909/event/9/?id=145364263#time145364263,100 Breast,NA,611
Grace Davis,Caltech,SCIAC Championships,1:11.22,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861718#time146861718,100 Breast,14,NA
Karen Zhou,Caltech,"Pomoa Pitzer vs. Chapman, CIT",1:11.77,NA,https://www.swimcloud.com/results/332947/event/11/?id=143928757#time143928757,100 Breast,24,NA
Cherise Wong,Caltech,Occidental Invite,1:11.83,NA,https://www.swimcloud.com/results/321956/event/15/?id=137230519#time137230519,100 Breast,–,NA
Lucinda Hanstedt,C-M-S,SCIAC Championships,1:11.98,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861731#time146861731,100 Breast,NA,591
Jedida Alvarez,La Verne,SCIAC Championships,1:12.63,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861753#time146861753,100 Breast,1,NA
Elizabeth Ma,Caltech,Caltech vs. La Verne,1:13.05,NA,https://www.swimcloud.com/results/314107/event/21/?id=144736115#time144736115,100 Breast,NA,589
Ellie Wang,Caltech,Occidental vs. Caltech,1:13.05,NA,https://www.swimcloud.com/results/319245/event/13/?id=135124028#time135124028,100 Breast,32,NA
Riley Hulit,California Lutheran,SCIAC Championships,1:13.44,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861713#time146861713,100 Breast,NA,586
Sarah Radle,Occidental,Bulldog Pentathlon,1:14.32,NA,https://www.swimcloud.com/results/313580/event/5/?id=132883691#time132883691,100 Breast,–,NA
Isabelle Morr,Chapman,Chapman vs. California Lutheran,1:14.63,NA,https://www.swimcloud.com/results/333909/event/9/?id=145364265#time145364265,100 Breast,–,NA
Audrey Brown,Chapman,Bulldog Pentathlon,1:14.79,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862185#time132862185,100 Breast,NA,583
Rylie Kohl,Redlands,Redlands vs. C-M-S,1:14.81,NA,https://www.swimcloud.com/results/331913/event/11/?id=143935917#time143935917,100 Breast,26,NA
Ava Arabshahi,Occidental,SCIAC Championships,1:15.06,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861738#time146861738,100 Breast,20,NA
Tatum Chambers,Chapman,Bulldog Pentathlon,1:15.30,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862178#time132862178,100 Breast,17,NA
Amanda George,Occidental,Bulldog Pentathlon,1:15.34,NA,https://www.swimcloud.com/results/313580/event/5/?id=132882824#time132882824,100 Breast,16,NA
Avery Wells,Redlands,Bulldog Pentathlon,1:16.01,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886459#time132886459,100 Breast,15,NA
Ashlyn Woo,Chapman,SCIAC Championships,1:16.03,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861729#time146861729,100 Breast,4,NA
Cora Buelow,Chapman,Bulldog Pentathlon,1:16.22,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862186#time132862186,100 Breast,NA,707
Margo Barclay,Chapman,Bulldog Pentathlon,1:16.27,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862183#time132862183,100 Breast,13,NA
Bianca Bayer,Chapman,Bulldog Pentathlon,1:16.38,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862184#time132862184,100 Breast,12,NA
Corley Smith,C-M-S,Cal Lu & LaVerne at CMS,1:16.42,NA,https://www.swimcloud.com/results/330051/event/9/?id=142391491#time142391491,100 Breast,9,NA
Abby Sellman,Chapman,Bulldog Pentathlon,1:16.49,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862180#time132862180,100 Breast,34,NA
Sophia Chao,Chapman,Bulldog Pentathlon,1:16.66,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862182#time132862182,100 Breast,NA,681
Nora Kane,Caltech,SCIAC Championships,1:16.70,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861720#time146861720,100 Breast,6.50,NA
Alexis Anderson,Chapman,Bulldog Pentathlon,1:16.96,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862179#time132862179,100 Breast,6.50,NA
Anna Dyckerhoff,Whittier,Whittier vs. Coe,1:16.96,NA,https://www.swimcloud.com/results/328421/event/21/?id=141794674#time141794674,100 Breast,4,NA
Piper Guinn,Whittier,Bulldog Pentathlon,1:17.09,NA,https://www.swimcloud.com/results/313580/event/5/?id=132993171#time132993171,100 Breast,NA,664
Fernanda Garcia Rodriguez,Redlands,SCIAC Championships,1:17.17,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861756#time146861756,100 Breast,5,NA
Elizabeth Field,Caltech,SCIAC Championships,1:17.36,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861719#time146861719,100 Breast,NA,661
Beatrice Cai,Caltech,Whittier vs. Caltech,1:17.44,NA,https://www.swimcloud.com/results/328848/event/9/?id=144199099#time144199099,100 Breast,14,NA
Analise Belasco,Redlands,La Verne Invitational,1:17.94,NA,https://www.swimcloud.com/results/321222/event/19/?id=137406375#time137406375,100 Breast,34,NA
Jenna Kimborowicz,Chapman,Bulldog Pentathlon,1:18.04,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862190#time132862190,100 Breast,–,NA
Miranda Thompson,Chapman,Bulldog Pentathlon,1:18.48,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862198#time132862198,100 Breast,12,NA
Mati Dixon,Chapman,Bulldog Pentathlon,1:18.85,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862188#time132862188,100 Breast,–,NA
Dru Bauman,California Lutheran,Chapman vs. California Lutheran,1:19.05,NA,https://www.swimcloud.com/results/333909/event/9/?id=145364259#time145364259,100 Breast,NA,642
Kathy Munoz,Occidental,Bulldog Pentathlon,1:19.13,NA,https://www.swimcloud.com/results/313580/event/5/?id=132883643#time132883643,100 Breast,NA,640
Alyssa Kooy,Chapman,Bulldog Pentathlon,1:19.19,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862192#time132862192,100 Breast,1,NA
Kyler Brumfield,Occidental,Bulldog Pentathlon,1:19.40,NA,https://www.swimcloud.com/results/313580/event/5/?id=132879795#time132879795,100 Breast,NA,636
Nathalie Kerrigan,Occidental,Bulldog Pentathlon,1:19.64,NA,https://www.swimcloud.com/results/313580/event/5/?id=132882876#time132882876,100 Breast,NA,634
Sydney Kerns,Redlands,SCIAC Championships,1:19.83,NA,https://www.swimcloud.com/results/310385/event/22/?id=146861757#time146861757,100 Breast,NA,634
Eleanor McElwee,Chapman,Bulldog Pentathlon,1:19.92,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862194#time132862194,100 Breast,NA,634
Riana Barrett,Whittier,Bulldog Pentathlon,1:20.17,NA,https://www.swimcloud.com/results/313580/event/5/?id=132993172#time132993172,100 Breast,10,NA
Annika Mittelsteadt,Chapman,Bulldog Pentathlon,1:20.53,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862195#time132862195,100 Breast,NA,623
Sara Talmaci,Chapman,Bulldog Pentathlon,1:20.62,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862181#time132862181,100 Breast,–,NA
Kileigh Ackerman,Redlands,Bulldog Pentathlon,1:20.77,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886395#time132886395,100 Breast,NA,NA
Kelly Long,La Verne,Lewis & Clark vs. La Verne,1:20.81,NA,https://www.swimcloud.com/results/319433/event/19/?id=135179832#time135179832,100 Breast,1,NA
Roxy Williams,Redlands,Bulldog Pentathlon,1:21.41,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886401#time132886401,100 Breast,28,NA
Ella Suazo,Redlands,Bulldog Pentathlon,1:21.83,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886457#time132886457,100 Breast,–,NA
Ana-Adela Duran,Redlands,Bulldog Pentathlon,1:22.25,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886397#time132886397,100 Breast,NA,613
Candace Farling,Occidental,Bulldog Pentathlon,1:22.28,NA,https://www.swimcloud.com/results/313580/event/5/?id=132879886#time132879886,100 Breast,NA,611
Mackenzie Neese,Redlands,Bulldog Pentathlon,1:24.12,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886455#time132886455,100 Breast,14,NA
Marisol Varela,La Verne,La Verne Invitational,1:25.55,NA,https://www.swimcloud.com/results/321222/event/19/?id=137406374#time137406374,100 Breast,24,NA
Lila Renke,Chapman,Bulldog Pentathlon,1:25.59,NA,https://www.swimcloud.com/results/313580/event/5/?id=132862196#time132862196,100 Breast,–,NA
Andrea Brenstrom,Redlands,Bulldog Pentathlon,1:25.65,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886396#time132886396,100 Breast,NA,591
Harper Tarros,Redlands,Bulldog Pentathlon,1:26.42,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886458#time132886458,100 Breast,1,NA
Abby Springer,Redlands,Bulldog Pentathlon,1:26.65,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886456#time132886456,100 Breast,NA,589
Caroline Agostini,Occidental,Bulldog Pentathlon,1:27.73,NA,https://www.swimcloud.com/results/313580/event/5/?id=132879716#time132879716,100 Breast,32,NA
Madii Greer,Redlands,Bulldog Pentathlon,1:30.71,NA,https://www.swimcloud.com/results/313580/event/5/?id=132886398#time132886398,100 Breast,NA,586
Ella Reedy,Occidental,Bulldog Pentathlon,1:33.20,NA,https://www.swimcloud.com/results/313580/event/5/?id=132883747#time132883747,100 Breast,–,NA
Allie Haluska,Whittier,Bulldog Pentathlon,1:36.31,NA,https://www.swimcloud.com/results/313580/event/5/?id=132993173#time132993173,100 Breast,–,NA
Emmie Appl,Pomona-Pitzer,SCIAC Championships,2:18.13,D3 B,https://www.swimcloud.com/results/310385/event/36/?id=146861800#time146861800,200 Breast,20,NA
Gabby Calvi,Pomona-Pitzer,CMS vs. Pomona,2:19.45,D3 B,https://www.swimcloud.com/results/335979/event/29/?id=145468605#time145468605,200 Breast,17,NA
May Ling Roberts,Pomona-Pitzer,SCIAC Championships,2:20.46,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861808#time146861808,200 Breast,16,NA
Graeleigh Jones,Pomona-Pitzer,SCIAC Championships,2:20.58,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861805#time146861805,200 Breast,15,NA
Kelly Prawira,C-M-S,SCIAC Championships,2:21.79,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861790#time146861790,200 Breast,4,NA
Allison Nguyen,C-M-S,CMS vs. Pomona-Pitzer,2:23.70,NA,https://www.swimcloud.com/results/324574/event/31/?id=138342191#time138342191,200 Breast,NA,707
Gessica King,Whittier,SCIAC Championships,2:24.32,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861818#time146861818,200 Breast,13,NA
Revere Schmidt,C-M-S,SCIAC Championships,2:24.74,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861791#time146861791,200 Breast,12,NA
Aira Takeuchi,Whittier,SCIAC Championships,2:25.45,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861819#time146861819,200 Breast,9,NA
Kamille Pellettieri,Occidental,SCIAC Championships,2:25.51,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861798#time146861798,200 Breast,34,NA
Tara Hendrickson,Whittier,SCIAC Championships,2:25.77,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861816#time146861816,200 Breast,NA,681
milan Manfredi,C-M-S,CMS vs. Pomona,2:26.31,NA,https://www.swimcloud.com/results/335979/event/29/?id=145468603#time145468603,200 Breast,6.50,NA
Kiana Li,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:26.56,NA,https://www.swimcloud.com/results/324574/event/31/?id=138341946#time138341946,200 Breast,6.50,NA
Francesca Coppo,Pomona-Pitzer,D3 Shootout,2:26.71,NA,https://www.swimcloud.com/results/319506/event/26/?id=135782328#time135782328,200 Breast,4,NA
Tori Portillo,California Lutheran,SCIAC Championships,2:27.18,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861769#time146861769,200 Breast,NA,664
Mackenzie Mayfield,C-M-S,CMS vs. Occidental,2:27.55,NA,https://www.swimcloud.com/results/328613/event/21/?id=141689575#time141689575,200 Breast,5,NA
Florence Lo,Occidental,SCIAC Championships,2:27.57,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861796#time146861796,200 Breast,NA,661
Dylan Hutchinson,Pomona-Pitzer,SCIAC Championships,2:28.56,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861803#time146861803,200 Breast,14,NA
Karolina Dzieciol,Pomona-Pitzer,Whittier vs. Pomona-Pitzer,2:29.60,NA,https://www.swimcloud.com/results/328847/event/21/?id=142214090#time142214090,200 Breast,34,NA
Sienna Bone,C-M-S,CMS vs. Pomona-Pitzer,2:30.42,NA,https://www.swimcloud.com/results/324574/event/31/?id=138342198#time138342198,200 Breast,–,NA
Alena Sharp,Pomona-Pitzer,CMS vs. Pomona-Pitzer,2:30.57,NA,https://www.swimcloud.com/results/324574/event/31/?id=138341949#time138341949,200 Breast,12,NA
Alex Marumoto,Chapman,SCIAC Championships,2:30.59,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861778#time146861778,200 Breast,–,NA
Karen Zhou,Caltech,SCIAC Championships,2:30.64,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861775#time146861775,200 Breast,NA,642
CJ Smith,Chapman,Chapman vs. California Lutheran,2:30.88,NA,https://www.swimcloud.com/results/333909/event/21/?id=145364435#time145364435,200 Breast,NA,640
Sydney Snider,Chapman,La Verne Invitational,2:31.25,NA,https://www.swimcloud.com/results/321222/event/33/?id=137406558#time137406558,200 Breast,1,NA
Emily Kinney,Chapman,SCIAC Championships,2:31.73,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861777#time146861777,200 Breast,NA,636
Molly Beetner,C-M-S,Claremont-Mudd-Scripps vs. UC San Diego,2:32.07,NA,https://www.swimcloud.com/results/317347/event/19/?id=134101506#time134101506,200 Breast,NA,634
Grace Davis,Caltech,Occidental Invite,2:33.03,NA,https://www.swimcloud.com/results/321956/event/31/?id=137230527#time137230527,200 Breast,NA,634
Ava Holzkamp,California Lutheran,Occidental Invite,2:33.69,NA,https://www.swimcloud.com/results/321956/event/31/?id=137230523#time137230523,200 Breast,NA,634
Elle Howson,Occidental,Occidental Invite,2:34.00,NA,https://www.swimcloud.com/results/321956/event/31/?id=137230531#time137230531,200 Breast,10,NA
Madry Breazeale,C-M-S,CMS vs. Pomona,2:34.35,NA,https://www.swimcloud.com/results/335979/event/29/?id=145468602#time145468602,200 Breast,NA,623
Morgan Felix,Redlands,SCIAC Championships,2:35.16,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861813#time146861813,200 Breast,–,NA
Kate Jenne,Chapman,La Verne Invitational,2:37.15,NA,https://www.swimcloud.com/results/321222/event/33/?id=137406554#time137406554,200 Breast,NA,NA
Kathryn Bennett Jones,Pomona-Pitzer,Whittier vs. Pomona-Pitzer,2:37.45,NA,https://www.swimcloud.com/results/328847/event/21/?id=142214092#time142214092,200 Breast,1,NA
Rylie Kohl,Redlands,SCIAC Championships,2:37.55,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861814#time146861814,200 Breast,28,NA
Marie Choi-Schattle,Caltech,SCIAC Championships,2:37.65,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861770#time146861770,200 Breast,–,NA
Riley Hulit,California Lutheran,Occidental Invite,2:37.93,NA,https://www.swimcloud.com/results/321956/event/31/?id=137230524#time137230524,200 Breast,NA,613
Cherise Wong,Caltech,Occidental Invite,2:38.30,NA,https://www.swimcloud.com/results/321956/event/31/?id=137230529#time137230529,200 Breast,NA,611
Jedida Alvarez,La Verne,SCIAC Championships,2:38.35,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861810#time146861810,200 Breast,14,NA
Caitlin Kuhlmann,C-M-S,CMS vs. Occidental,2:39.31,NA,https://www.swimcloud.com/results/328613/event/21/?id=141689573#time141689573,200 Breast,24,NA
Ellie Wang,Caltech,Caltech vs. C-M-S,2:39.88,NA,https://www.swimcloud.com/results/314105/event/23/?id=136111798#time136111798,200 Breast,–,NA
Isabelle Morr,Chapman,Chapman vs. California Lutheran,2:40.45,NA,https://www.swimcloud.com/results/333909/event/21/?id=145364434#time145364434,200 Breast,NA,591
Alexis Anderson,Chapman,Chapman vs. California Lutheran,2:41.14,NA,https://www.swimcloud.com/results/333909/event/21/?id=145364431#time145364431,200 Breast,1,NA
Elizabeth Ma,Caltech,Whittier vs. Caltech,2:41.42,NA,https://www.swimcloud.com/results/328848/event/21/?id=144199105#time144199105,200 Breast,NA,589
Kelly Long,La Verne,SCIAC Championships,2:41.92,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861811#time146861811,200 Breast,32,NA
Bella Ortiz,Chapman,Chapman vs. La Verne,2:42.86,NA,https://www.swimcloud.com/results/328137/event/19/?id=141731067#time141731067,200 Breast,NA,586
Nora Kane,Caltech,SCIAC Championships,2:42.87,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861773#time146861773,200 Breast,–,NA
Ava Arabshahi,Occidental,SCIAC Championships,2:43.39,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861793#time146861793,200 Breast,–,NA
Ashlyn Woo,Chapman,SCIAC Championships,2:46.19,NA,https://www.swimcloud.com/results/310385/event/36/?id=146861782#time146861782,200 Breast,NA,583
Andrea Bish,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,2:46.74,NA,https://www.swimcloud.com/results/328926/event/23/?id=142344047#time142344047,200 Breast,26,NA
